,bigram,word1,word2,totalRepetitions,fileOcurrences,weight
2285,"('i', 'am')",i,am,1075,218,90.97437888198758
1395,"('do', 'not')",do,not,639,169,41.921972049689444
2486,"('it', ""'s"")",it,'s,567,174,38.29891304347826
6134,"('you', 'are')",you,are,524,154,31.32608695652174
2423,"('in', 'the')",in,the,448,162,28.17391304347826
996,"('can', 'not')",can,not,360,132,18.4472049689441
2376,"('i', 'will')",i,will,323,115,14.419642857142858
436,"('and', 'i')",and,i,256,120,11.925465838509316
2295,"('i', 'can')",i,can,263,94,9.597049689440993
2314,"('i', 'have')",i,have,218,87,7.362577639751553
2302,"('i', 'do')",i,do,201,76,5.930124223602484
5272,"('to', 'be')",to,be,176,78,5.329192546583851
3779,"('on', 'the')",on,the,157,87,5.302406832298137
5715,"('want', 'to')",want,to,200,60,4.658385093167702
1984,"('going', 'to')",going,to,187,61,4.428183229813665
5785,"('we', 'are')",we,are,204,55,4.355590062111801
5929,"('will', 'not')",will,not,157,64,3.900621118012422
6192,"('you', 'know')",you,know,154,64,3.8260869565217392
2390,"('if', 'you')",if,you,178,53,3.6622670807453415
5865,"('when', 'you')",when,you,165,57,3.6510093167701863
6151,"('you', 'can')",you,can,151,56,3.282608695652174
3703,"('of', 'the')",of,the,121,69,3.2410714285714284
927,"('but', 'i')",but,i,130,64,3.229813664596273
5909,"('will', 'be')",will,be,128,62,3.080745341614907
6268,"('you', 'will')",you,will,120,62,2.888198757763975
2323,"('i', 'know')",i,know,126,58,2.8369565217391304
4846,"('that', ""'s"")",that,'s,131,52,2.6444099378881987
4099,"('que', 'no')",que,no,119,57,2.6331521739130435
4874,"('that', 'you')",that,you,108,59,2.4736024844720497
500,"('and', 'you')",and,you,106,60,2.468944099378882
5370,"('to', 'the')",to,the,104,59,2.3819875776397517
3627,"('not', 'you')",not,you,118,51,2.3361801242236027
286,"('all', 'the')",all,the,105,57,2.323369565217391
480,"('and', 'the')",and,the,124,48,2.31055900621118
2080,"('have', 'been')",have,been,120,49,2.282608695652174
4096,"('que', 'me')",que,me,117,50,2.2709627329192545
6185,"('you', 'i')",you,i,127,46,2.267857142857143
6178,"('you', 'have')",you,have,101,55,2.156444099378882
2417,"('in', 'my')",in,my,92,59,2.107142857142857
5098,"('there', ""'s"")",there,'s,113,48,2.1055900621118013
4852,"('that', 'i')",that,i,91,58,2.0489130434782608
360,"('am', 'so')",am,so,138,36,1.9285714285714286
2298,"('i', 'could')",i,could,98,50,1.9021739130434783
242,"('ai', 'not')",ai,not,120,40,1.8633540372670807
2747,"('let', 'me')",let,me,126,36,1.7608695652173914
6161,"('you', 'do')",you,do,99,44,1.6909937888198758
4576,"('so', 'lonely')",so,lonely,230,18,1.6071428571428572
2011,"('got', 'to')",got,to,119,34,1.5706521739130435
2371,"('i', 'was')",i,was,86,46,1.5357142857142858
4511,"('sin', 'ti')",sin,ti,119,33,1.5244565217391304
3476,"('no', 'me')",no,me,90,42,1.4673913043478262
5340,"('to', 'me')",to,me,81,46,1.4464285714285714
5855,"('when', 'i')",when,i,86,43,1.43555900621118
2305,"('i', 'feel')",i,feel,105,33,1.3451086956521738
5071,"('the', 'way')",the,way,85,40,1.3198757763975155
2772,"('like', 'a')",like,a,70,48,1.3043478260869565
5848,"('what', 'you')",what,you,78,42,1.2717391304347827
2383,"('if', 'i')",if,i,83,39,1.2565993788819876
2310,"('i', 'got')",i,got,95,34,1.2538819875776397
3066,"('me', 'i')",me,i,71,43,1.1851708074534162
2690,"('la', 'vida')",la,vida,87,35,1.1820652173913044
2845,"('lo', 'que')",lo,que,77,39,1.1657608695652173
2396,"('in', 'a')",in,a,69,43,1.1517857142857142
1864,"('from', 'the')",from,the,67,44,1.1444099378881987
5293,"('to', 'do')",to,do,77,37,1.1059782608695652
4826,"('tell', 'me')",tell,me,100,28,1.0869565217391304
758,"('because', 'i')",because,i,83,33,1.063276397515528
1565,"('en', 'el')",en,el,74,37,1.062888198757764
2370,"('i', 'want')",i,want,76,35,1.0326086956521738
439,"('and', 'it')",and,it,66,40,1.0248447204968945
2622,"('know', 'i')",know,i,68,38,1.0031055900621118
1258,"('de', 'la')",de,la,67,38,0.9883540372670807
46,"(""'s"", 'not')",'s,not,115,22,0.9821428571428571
5355,"('to', 'see')",to,see,71,35,0.9646739130434783
5,"(""'s"", 'a')",'s,a,72,34,0.9503105590062112
644,"('at', 'the')",at,the,59,41,0.9390527950310559
3483,"('no', 'one')",no,one,68,35,0.9239130434782609
5116,"('they', 'are')",they,are,67,34,0.8843167701863354
6038,"('y', 'no')",y,no,69,33,0.8839285714285714
3465,"('no', 'hay')",no,hay,71,32,0.8819875776397516
5964,"('with', 'the')",with,the,90,25,0.8734472049689441
2308,"('i', 'get')",i,get,93,24,0.8664596273291926
5567,"('up', 'and')",up,and,80,27,0.8385093167701864
1834,"('for', 'the')",for,the,58,37,0.8330745341614907
2428,"('in', 'your')",in,your,70,30,0.8152173913043478
3774,"('on', 'my')",on,my,61,34,0.8051242236024845
6067,"('ya', 'no')",ya,no,61,34,0.8051242236024845
5192,"('through', 'the')",through,the,57,36,0.796583850931677
5307,"('to', 'get')",to,get,65,31,0.78222049689441
4121,"('que', 'te')",que,te,58,34,0.765527950310559
5837,"('what', 'i')",what,i,53,37,0.7612577639751553
3141,"('me', 'you')",me,you,84,23,0.75
1840,"('for', 'you')",for,you,66,29,0.7430124223602484
579,"('are', 'the')",are,the,87,22,0.7430124223602484
5812,"('we', 'will')",we,will,61,31,0.734083850931677
1263,"('de', 'mi')",de,mi,62,30,0.7220496894409938
3568,"('not', 'know')",not,know,70,26,0.7065217391304348
3500,"('no', 'te')",no,te,60,30,0.6987577639751553
3008,"('me', 'and')",me,and,49,35,0.6657608695652174
3492,"('no', 'se')",no,se,58,29,0.6529503105590062
6109,"('yo', 'no')",yo,no,60,28,0.6521739130434783
6133,"('you', 'and')",you,and,50,33,0.640527950310559
1823,"('for', 'me')",for,me,91,18,0.6358695652173914
5860,"('when', 'the')",when,the,52,31,0.6257763975155279
343,"('am', 'going')",am,going,88,18,0.6149068322981367
2087,"('have', 'got')",have,got,54,29,0.6079192546583851
1815,"('for', 'a')",for,a,46,34,0.6071428571428571
1999,"('got', 'a')",got,a,52,30,0.6055900621118012
5054,"('the', 'time')",the,time,66,23,0.5892857142857143
4751,"('take', 'a')",take,a,72,21,0.5869565217391305
1567,"('en', 'la')",en,la,52,29,0.5854037267080745
3755,"('on', 'a')",on,a,60,25,0.5822981366459627
1569,"('en', 'mi')",en,mi,55,27,0.5764751552795031
2489,"('it', 'all')",it,all,49,30,0.5706521739130435
1612,"('es', 'la')",es,la,70,21,0.5706521739130435
6,"(""'s"", 'all')",'s,all,57,25,0.5531832298136646
3128,"('me', 'to')",me,to,47,30,0.547360248447205
1280,"('de', 'ti')",de,ti,61,23,0.5446428571428571
1512,"('el', 'amor')",el,amor,63,22,0.5380434782608695
2630,"('know', 'that')",know,that,46,30,0.5357142857142857
2320,"('i', 'just')",i,just,46,30,0.5357142857142857
3528,"('not', 'be')",not,be,53,26,0.5349378881987578
4075,"('que', 'el')",que,el,53,26,0.5349378881987578
5027,"('the', 'same')",the,same,49,28,0.532608695652174
6273,"('you', 'you')",you,you,47,29,0.5291149068322981
2870,"('lonely', 'i')",lonely,i,85,16,0.5279503105590062
570,"('are', 'not')",are,not,45,30,0.5240683229813664
65,"(""'s"", 'the')",'s,the,61,22,0.5209627329192547
1619,"('es', 'que')",es,que,67,20,0.5201863354037267
2334,"('i', 'need')",i,need,53,25,0.5143633540372671
5815,"('well', 'i')",well,i,49,27,0.5135869565217391
6243,"('you', 'think')",you,think,60,22,0.5124223602484472
3867,"('out', 'of')",out,of,44,30,0.5124223602484472
3621,"('not', 'want')",not,want,55,24,0.5124223602484472
4415,"('she', ""'s"")",she,'s,48,27,0.5031055900621118
5799,"('we', 'have')",we,have,46,28,0.5
2640,"('know', 'you')",know,you,53,24,0.4937888198757764
5164,"('this', 'is')",this,is,55,23,0.49107142857142855
3697,"('of', 'my')",of,my,45,28,0.4891304347826087
6225,"('you', 'say')",you,say,52,24,0.484472049689441
555,"('are', 'going')",are,going,54,23,0.48214285714285715
1282,"('de', 'tu')",de,tu,51,24,0.4751552795031056
325,"('am', 'a')",am,a,61,20,0.47360248447204967
2282,"('i', ""'d"")",i,'d,50,24,0.4658385093167702
3711,"('of', 'your')",of,your,46,26,0.4642857142857143
5366,"('to', 'take')",to,take,46,26,0.4642857142857143
2348,"('i', 'see')",i,see,54,22,0.4611801242236025
2119,"('he', ""'s"")",he,'s,54,22,0.4611801242236025
5255,"('time', 'to')",time,to,49,24,0.45652173913043476
4996,"('the', 'night')",the,night,43,27,0.45069875776397517
350,"('am', 'not')",am,not,48,24,0.4472049689440994
6081,"('yeah', 'i')",yeah,i,50,23,0.44642857142857145
6226,"('you', 'see')",you,see,50,23,0.44642857142857145
5331,"('to', 'know')",to,know,52,22,0.4440993788819876
4911,"('the', 'dark')",the,dark,63,18,0.44021739130434784
6257,"('you', 'want')",you,want,47,24,0.43788819875776397
3187,"('mi', 'vida')",mi,vida,51,22,0.4355590062111801
5339,"('to', 'make')",to,make,40,28,0.43478260869565216
1404,"('do', 'you')",do,you,43,26,0.4340062111801242
999,"('can', 'see')",can,see,69,16,0.42857142857142855
5967,"('with', 'you')",with,you,52,21,0.42391304347826086
3710,"('of', 'you')",of,you,42,26,0.42391304347826086
3610,"('not', 'take')",not,take,57,19,0.4204192546583851
3790,"('on', 'your')",on,your,45,24,0.4192546583850932
1343,"('did', 'not')",did,not,49,22,0.41847826086956524
3773,"('on', 'me')",on,me,63,17,0.4157608695652174
2443,"('into', 'the')",into,the,51,21,0.4157608695652174
5304,"('to', 'find')",to,find,46,23,0.4107142857142857
993,"('can', 'i')",can,i,50,21,0.4076086956521739
4369,"('see', 'the')",see,the,50,21,0.4076086956521739
5679,"('voy', 'a')",voy,a,57,18,0.3982919254658385
4135,"('que', 'yo')",que,yo,44,23,0.39285714285714285
5454,"('try', 'to')",try,to,44,23,0.39285714285714285
1548,"('el', 'tiempo')",el,tiempo,48,21,0.391304347826087
5017,"('the', 'rain')",the,rain,56,18,0.391304347826087
3478,"('no', 'more')",no,more,55,18,0.3843167701863354
3460,"('no', 'es')",no,es,45,22,0.3843167701863354
5309,"('to', 'go')",to,go,43,23,0.38392857142857145
2304,"('i', 'fall')",i,fall,70,14,0.3804347826086957
6176,"('you', 'got')",you,got,36,27,0.37732919254658387
133,"('a', 'little')",a,little,36,27,0.37732919254658387
276,"('all', 'i')",all,i,38,25,0.3687888198757764
946,"('but', 'you')",but,you,43,22,0.3672360248447205
3136,"('me', 'what')",me,what,59,16,0.36645962732919257
2358,"('i', 'think')",i,think,44,21,0.358695652173913
36,"(""'s"", 'just')",'s,just,40,23,0.35714285714285715
3642,"('now', 'i')",now,i,36,25,0.34937888198757766
3341,"('my', 'own')",my,own,69,13,0.3482142857142857
3694,"('of', 'me')",of,me,47,19,0.3466614906832298
3560,"('not', 'have')",not,have,49,18,0.3423913043478261
3311,"('my', 'eyes')",my,eyes,35,25,0.33967391304347827
3322,"('my', 'head')",my,head,46,19,0.3392857142857143
608,"('as', 'i')",as,i,37,23,0.33035714285714285
6061,"('y', 'yo')",y,yo,53,16,0.32919254658385094
4574,"('so', 'i')",so,i,40,21,0.32608695652173914
4923,"('the', 'door')",the,door,38,22,0.3245341614906832
2743,"('let', ""'s"")",let,'s,46,18,0.32142857142857145
6247,"('you', 'to')",you,to,36,23,0.32142857142857145
2545,"('it', 'up')",it,up,68,12,0.3167701863354037
2621,"('know', 'how')",know,how,51,16,0.3167701863354037
4360,"('see', 'i')",see,i,68,12,0.3167701863354037
1393,"('do', 'it')",do,it,58,14,0.31521739130434784
928,"('but', 'it')",but,it,33,24,0.30745341614906835
3677,"('of', 'a')",of,a,36,22,0.30745341614906835
742,"('be', 'so')",be,so,44,18,0.30745341614906835
4537,"('slow', 'down')",slow,down,87,9,0.30395962732919257
2547,"('it', 'was')",it,was,34,23,0.30357142857142855
5958,"('with', 'me')",with,me,41,19,0.30240683229813664
2105,"('have', 'to')",have,to,35,22,0.29891304347826086
60,"(""'s"", 'so')",'s,so,40,19,0.2950310559006211
951,"('by', 'the')",by,the,33,23,0.29464285714285715
1432,"('down', 'and')",down,and,33,23,0.29464285714285715
4577,"('so', 'long')",so,long,36,21,0.29347826086956524
5387,"('to', 'you')",to,you,36,21,0.29347826086956524
3336,"('my', 'mind')",my,mind,36,21,0.29347826086956524
5928,"('will', 'never')",will,never,42,18,0.29347826086956524
5952,"('with', 'a')",with,a,30,25,0.2911490683229814
3481,"('no', 'no')",no,no,57,13,0.2876552795031056
745,"('be', 'the')",be,the,41,18,0.2864906832298137
4854,"('that', 'it')",that,it,35,21,0.28532608695652173
4931,"('the', 'end')",the,end,36,20,0.2795031055900621
3037,"('me', 'down')",me,down,42,17,0.27717391304347827
5149,"('think', 'i')",think,i,39,18,0.27251552795031053
5243,"('time', 'i')",time,i,35,20,0.2717391304347826
482,"('and', 'then')",and,then,36,19,0.265527950310559
2478,"('is', 'the')",is,the,40,17,0.2639751552795031
1111,"('con', 'el')",con,el,40,17,0.2639751552795031
14,"(""'s"", 'been')",'s,been,42,16,0.2608695652173913
2886,"('lonely', 'so')",lonely,so,95,7,0.25815217391304346
2258,"('how', 'to')",how,to,51,13,0.2573757763975155
6265,"('you', 'were')",you,were,30,22,0.2562111801242236
5279,"('to', 'break')",to,break,60,11,0.2562111801242236
3468,"('no', 'i')",no,i,31,21,0.25271739130434784
5725,"('was', 'a')",was,a,31,21,0.25271739130434784
3120,"('me', 'that')",me,that,45,14,0.24456521739130435
2780,"('like', 'i')",like,i,30,21,0.24456521739130435
2516,"('it', 'i')",it,i,42,15,0.24456521739130435
2787,"('like', 'the')",like,the,31,20,0.2406832298136646
6187,"('you', 'in')",you,in,36,17,0.2375776397515528
2300,"('i', 'did')",i,did,36,17,0.2375776397515528
2467,"('is', 'not')",is,not,34,18,0.2375776397515528
1456,"('down', 'on')",down,on,47,13,0.23718944099378883
1390,"('do', 'i')",do,i,32,19,0.2360248447204969
6022,"('y', 'el')",y,el,30,20,0.2329192546583851
5180,"('this', 'time')",this,time,46,13,0.23214285714285715
3441,"('night', 'and')",night,and,35,17,0.23097826086956522
3490,"('no', 'quiero')",no,quiero,34,17,0.22437888198757763
5870,"('where', 'i')",where,i,36,16,0.2236024844720497
128,"('a', 'la')",a,la,36,16,0.2236024844720497
6117,"('yo', 'te')",yo,te,36,16,0.2236024844720497
365,"('am', 'the')",am,the,52,11,0.2220496894409938
494,"('and', 'we')",and,we,33,17,0.21777950310559005
1284,"('de', 'un')",de,un,35,16,0.21739130434782608
5262,"('time', 'you')",time,you,40,14,0.21739130434782608
1158,"('could', 'not')",could,not,28,20,0.21739130434782608
2283,"('i', 'ai')",i,ai,43,13,0.2170031055900621
136,"('a', 'long')",a,long,43,13,0.2170031055900621
5787,"('we', 'can')",we,can,31,18,0.21661490683229814
3489,"('no', 'puedo')",no,puedo,37,15,0.2154503105590062
4956,"('the', 'ground')",the,ground,29,19,0.2138975155279503
4467,"('sick', 'and')",sick,and,50,11,0.21350931677018634
2425,"('in', 'this')",in,this,42,13,0.21195652173913043
3069,"('me', 'in')",me,in,34,16,0.2111801242236025
4372,"('see', 'you')",see,you,34,16,0.2111801242236025
3535,"('not', 'care')",not,care,27,20,0.2096273291925466
3353,"('my', 'soul')",my,soul,36,15,0.2096273291925466
1460,"('down', 'the')",down,the,30,18,0.2096273291925466
4977,"('the', 'lonely')",the,lonely,49,11,0.20923913043478262
576,"('are', 'so')",are,so,35,15,0.20380434782608695
2566,"('just', 'a')",just,a,35,15,0.20380434782608695
3651,"('now', 'the')",now,the,26,20,0.20186335403726707
4585,"('so', 'sad')",so,sad,47,11,0.20069875776397517
3555,"('not', 'get')",not,get,27,19,0.19914596273291926
538,"('are', 'all')",are,all,27,19,0.19914596273291926
5831,"('what', ""'s"")",what,'s,27,19,0.19914596273291926
588,"('are', 'you')",are,you,34,15,0.19798136645962733
44,"(""'s"", 'no')",'s,no,34,15,0.19798136645962733
5353,"('to', 'say')",to,say,30,17,0.19798136645962733
5776,"('way', 'to')",way,to,39,13,0.1968167701863354
3730,"('oh', 'oh')",oh,oh,42,12,0.1956521739130435
6175,"('you', 'go')",you,go,28,18,0.1956521739130435
143,"('a', 'mi')",a,mi,31,16,0.19254658385093168
1534,"('el', 'mundo')",el,mundo,33,15,0.1921583850931677
6208,"('you', 'need')",you,need,33,15,0.1921583850931677
5846,"('what', 'we')",what,we,33,15,0.1921583850931677
5300,"('to', 'fall')",to,fall,38,13,0.19177018633540371
188,"('a', 'tu')",a,tu,26,19,0.19177018633540371
537,"('are', 'a')",are,a,41,12,0.19099378881987578
106,"('a', 'dirty')",a,dirty,70,7,0.19021739130434784
30,"(""'s"", 'got')",'s,got,35,14,0.19021739130434784
5155,"('think', 'you')",think,you,44,11,0.18788819875776397
267,"('all', 'alone')",all,alone,30,16,0.18633540372670807
2058,"('hard', 'to')",hard,to,34,14,0.18478260869565216
5082,"('the', 'world')",the,world,25,19,0.1843944099378882
6024,"('y', 'es')",y,es,43,11,0.18361801242236025
4083,"('que', 'estoy')",que,estoy,26,18,0.18167701863354038
2745,"('let', 'it')",let,it,31,15,0.18051242236024845
3339,"('my', 'name')",my,name,58,8,0.18012422360248448
3655,"('now', 'you')",now,you,29,16,0.18012422360248448
5574,"('up', 'in')",up,in,22,21,0.1793478260869565
5458,"('tu', 'amor')",tu,amor,27,17,0.1781832298136646
3570,"('not', 'let')",not,let,35,13,0.1766304347826087
5001,"('the', 'one')",the,one,35,13,0.1766304347826087
4008,"('por', 'ti')",por,ti,35,13,0.1766304347826087
5582,"('up', 'the')",up,the,30,15,0.17468944099378883
1621,"('es', 'un')",es,un,32,14,0.17391304347826086
4112,"('que', 'se')",que,se,28,16,0.17391304347826086
1245,"('de', 'amor')",de,amor,32,14,0.17391304347826086
5235,"('time', 'after')",time,after,89,5,0.17274844720496896
5603,"('used', 'to')",used,to,26,17,0.17158385093167702
1716,"('fall', 'i')",fall,i,34,13,0.17158385093167702
4759,"('take', 'the')",take,the,40,11,0.17080745341614906
190,"('a', 'veces')",a,veces,40,11,0.17080745341614906
3585,"('not', 'no')",not,no,29,15,0.16886645962732919
2503,"('it', 'feels')",it,feels,29,15,0.16886645962732919
3323,"('my', 'heart')",my,heart,27,16,0.16770186335403728
484,"('and', 'they')",and,they,27,16,0.16770186335403728
28,"(""'s"", 'going')",'s,going,33,13,0.16653726708074534
2635,"('know', 'what')",know,what,25,17,0.16498447204968944
4809,"('te', 'quiero')",te,quiero,30,14,0.16304347826086957
3529,"('not', 'believe')",not,believe,38,11,0.1622670807453416
5357,"('to', 'show')",to,show,29,14,0.15760869565217392
6209,"('you', 'never')",you,never,29,14,0.15760869565217392
5694,"('waiting', 'for')",waiting,for,29,14,0.15760869565217392
2874,"('lonely', 'lonely')",lonely,lonely,45,9,0.15722049689440995
2533,"('it', 'out')",it,out,31,13,0.15644409937888198
135,"('a', 'lonely')",a,lonely,44,9,0.15372670807453417
5265,"('tired', 'of')",tired,of,33,12,0.15372670807453417
346,"('am', 'just')",am,just,33,12,0.15372670807453417
6169,"('you', 'fall')",you,fall,39,10,0.1513975155279503
5215,"('ti', 'y')",ti,y,35,11,0.14945652173913043
651,"('away', 'from')",away,from,32,12,0.14906832298136646
5612,"('vas', 'a')",vas,a,27,14,0.14673913043478262
715,"('be', 'a')",be,a,21,18,0.14673913043478262
2379,"('i', 'would')",i,would,29,13,0.14635093167701863
4125,"('que', 'tu')",que,tu,22,17,0.14518633540372672
223,"('after', 'time')",after,time,74,5,0.14363354037267081
2461,"('is', 'it')",is,it,37,10,0.14363354037267081
6034,"('y', 'me')",y,me,23,16,0.14285714285714285
2311,"('i', 'guess')",i,guess,23,16,0.14285714285714285
5141,"('they', 'will')",they,will,26,14,0.14130434782608695
183,"('a', 'ti')",a,ti,28,13,0.14130434782608695
5778,"('way', 'you')",way,you,33,11,0.14091614906832298
3645,"('now', 'it')",now,it,24,15,0.13975155279503104
1511,"('el', 'alma')",el,alma,24,15,0.13975155279503104
6325,"('your', 'time')",your,time,36,10,0.13975155279503104
359,"('am', 'sick')",am,sick,30,12,0.13975155279503104
4916,"('the', 'dead')",the,dead,30,12,0.13975155279503104
6156,"('you', 'could')",you,could,22,16,0.13664596273291926
1922,"('girl', 'i')",girl,i,44,8,0.13664596273291926
4721,"('such', 'a')",such,a,27,13,0.13625776397515527
2312,"('i', 'had')",i,had,25,14,0.1358695652173913
432,"('and', 'he')",and,he,25,14,0.1358695652173913
3398,"('need', 'to')",need,to,23,15,0.13392857142857142
5712,"('want', 'me')",want,me,23,15,0.13392857142857142
1761,"('feel', 'so')",feel,so,31,11,0.13237577639751552
3987,"('please', 'do')",please,do,34,10,0.13198757763975155
1580,"('en', 'un')",en,un,26,13,0.13121118012422361
5096,"('then', 'you')",then,you,24,14,0.13043478260869565
411,"('and', 'a')",and,a,21,16,0.13043478260869565
5151,"('think', 'of')",think,of,21,16,0.13043478260869565
5972,"('without', 'you')",without,you,30,11,0.1281055900621118
3706,"('of', 'time')",of,time,22,15,0.1281055900621118
2077,"('have', 'a')",have,a,22,15,0.1281055900621118
2309,"('i', 'go')",i,go,25,13,0.12616459627329193
479,"('and', 'that')",and,that,23,14,0.125
695,"('back', 'to')",back,to,23,14,0.125
5861,"('when', 'they')",when,they,29,11,0.12383540372670808
5700,"('wake', 'up')",wake,up,35,9,0.12228260869565218
295,"('all', 'you')",all,you,24,13,0.12111801242236025
2009,"('got', 'the')",got,the,24,13,0.12111801242236025
306,"('alone', 'i')",alone,i,24,13,0.12111801242236025
4474,"('sick', 'of')",sick,of,31,10,0.1203416149068323
3612,"('not', 'the')",not,the,22,14,0.11956521739130435
2792,"('like', 'you')",like,you,22,14,0.11956521739130435
6302,"('your', 'head')",your,head,28,11,0.11956521739130435
766,"('because', 'you')",because,you,22,14,0.11956521739130435
1446,"('down', 'i')",down,i,22,14,0.11956521739130435
2221,"('hold', 'me')",hold,me,34,9,0.1187888198757764
3872,"('out', 'the')",out,the,18,17,0.1187888198757764
6210,"('you', 'now')",you,now,30,10,0.11645962732919254
4756,"('take', 'it')",take,it,20,15,0.11645962732919254
5046,"('the', 'sun')",the,sun,20,15,0.11645962732919254
1516,"('el', 'cielo')",el,cielo,23,13,0.11607142857142858
5916,"('will', 'find')",will,find,27,11,0.11529503105590062
4970,"('the', 'last')",the,last,27,11,0.11529503105590062
3297,"('my', 'arms')",my,arms,27,11,0.11529503105590062
5291,"('to', 'die')",to,die,33,9,0.11529503105590062
1678,"('every', 'time')",every,time,27,11,0.11529503105590062
3583,"('not', 'need')",not,need,27,11,0.11529503105590062
5770,"('way', 'i')",way,i,21,14,0.11413043478260869
3446,"('night', 'i')",night,i,21,14,0.11413043478260869
3656,"('nowhere', 'to')",nowhere,to,29,10,0.1125776397515528
652,"('away', 'i')",away,i,24,12,0.11180124223602485
967,"('call', 'me')",call,me,36,8,0.11180124223602485
3399,"('need', 'you')",need,you,32,9,0.11180124223602485
6041,"('y', 'que')",y,que,24,12,0.11180124223602485
6197,"('you', 'like')",you,like,24,12,0.11180124223602485
5109,"('there', 'was')",there,was,18,16,0.11180124223602485
283,"('all', 'right')",all,right,32,9,0.11180124223602485
5863,"('when', 'we')",when,we,24,12,0.11180124223602485
4587,"('so', 'sick')",so,sick,36,8,0.11180124223602485
5053,"('the', 'things')",the,things,22,13,0.1110248447204969
6045,"('y', 'si')",y,si,26,11,0.1110248447204969
6023,"('y', 'en')",y,en,19,15,0.11063664596273291
6202,"('you', 'make')",you,make,35,8,0.10869565217391304
5716,"('want', 'you')",want,you,20,14,0.10869565217391304
1919,"('gim', 'me')",gim,me,35,8,0.10869565217391304
5873,"('where', 'the')",where,the,20,14,0.10869565217391304
1609,"('es', 'el')",es,el,23,12,0.10714285714285714
5137,"('they', 'say')",they,say,25,11,0.10675465838509317
5206,"('ti', 'no')",ti,no,25,11,0.10675465838509317
2974,"('make', 'it')",make,it,18,15,0.1048136645962733
5994,"('would', 'be')",would,be,19,14,0.10326086956521739
5268,"('to', 'a')",to,a,19,14,0.10326086956521739
279,"('all', 'my')",all,my,19,14,0.10326086956521739
3725,"('oh', 'i')",oh,i,22,12,0.10248447204968944
6233,"('you', 'so')",you,so,24,11,0.10248447204968944
1077,"('come', 'on')",come,on,22,12,0.10248447204968944
3756,"('on', 'and')",on,and,22,12,0.10248447204968944
5322,"('to', 'hold')",to,hold,22,12,0.10248447204968944
3607,"('not', 'stop')",not,stop,29,9,0.10131987577639752
3545,"('not', 'even')",not,even,20,13,0.10093167701863354
9,"(""'s"", 'always')",'s,always,20,13,0.10093167701863354
6029,"('y', 'la')",y,la,20,13,0.10093167701863354
1072,"('come', 'and')",come,and,20,13,0.10093167701863354
4089,"('que', 'la')",que,la,26,10,0.10093167701863354
5024,"('the', 'road')",the,road,20,13,0.10093167701863354
2543,"('it', 'to')",it,to,37,7,0.10054347826086957
4986,"('the', 'moment')",the,moment,16,16,0.09937888198757763
1835,"('for', 'this')",for,this,17,15,0.09899068322981366
3171,"('mi', 'corazón')",mi,corazón,23,11,0.09821428571428571
4078,"('que', 'es')",que,es,18,14,0.09782608695652174
2588,"('just', 'to')",just,to,18,14,0.09782608695652174
558,"('are', 'just')",are,just,21,12,0.09782608695652174
2631,"('know', 'the')",know,the,28,9,0.09782608695652174
204,"('about', 'the')",about,the,18,14,0.09782608695652174
6241,"('you', 'the')",you,the,18,14,0.09782608695652174
3330,"('my', 'life')",my,life,18,14,0.09782608695652174
6126,"('you', ""'d"")",you,'d,21,12,0.09782608695652174
3121,"('me', 'the')",me,the,18,14,0.09782608695652174
1448,"('down', 'in')",down,in,25,10,0.09704968944099379
6318,"('your', 'own')",your,own,25,10,0.09704968944099379
4077,"('que', 'en')",que,en,19,13,0.09588509316770186
6292,"('your', 'eyes')",your,eyes,19,13,0.09588509316770186
1755,"('feel', 'like')",feel,like,19,13,0.09588509316770186
285,"('all', 'that')",all,that,19,13,0.09588509316770186
4342,"('se', 'que')",se,que,19,13,0.09588509316770186
2878,"('lonely', 'now')",lonely,now,35,7,0.09510869565217392
5410,"('tonight', 'i')",tonight,i,27,9,0.09433229813664597
5911,"('will', 'come')",will,come,22,11,0.09394409937888198
6130,"('you', 'all')",you,all,22,11,0.09394409937888198
483,"('and', 'there')",and,there,22,11,0.09394409937888198
1824,"('for', 'my')",for,my,30,8,0.09316770186335403
1005,"('can', 'you')",can,you,20,12,0.09316770186335403
4811,"('te', 'vas')",te,vas,24,10,0.09316770186335403
5414,"('too', 'far')",too,far,24,10,0.09316770186335403
4914,"('the', 'day')",the,day,16,15,0.09316770186335403
3502,"('no', 'tengo')",no,tengo,20,12,0.09316770186335403
1283,"('de', 'tus')",de,tus,20,12,0.09316770186335403
1933,"('girl', 'you')",girl,you,30,8,0.09316770186335403
2982,"('makes', 'me')",makes,me,24,10,0.09316770186335403
729,"('be', 'lonely')",be,lonely,30,8,0.09316770186335403
3506,"('no', 'way')",no,way,30,8,0.09316770186335403
1713,"('fall', 'down')",fall,down,48,5,0.09316770186335403
1262,"('de', 'los')",de,los,17,14,0.09239130434782608
6164,"('you', 'down')",you,down,26,9,0.09083850931677019
5840,"('what', 'it')",what,it,39,6,0.09083850931677019
453,"('and', 'now')",and,now,18,13,0.09083850931677019
3137,"('me', 'when')",me,when,21,11,0.08967391304347826
3861,"('out', 'for')",out,for,21,11,0.08967391304347826
3789,"('on', 'you')",on,you,23,10,0.08928571428571429
2377,"('i', 'wish')",i,wish,19,12,0.08850931677018634
2335,"('i', 'never')",i,never,19,12,0.08850931677018634
