,bigram,word1,word2,totalRepetitions,fileOcurrences,weight
2238,"('love', 'love')",love,love,2534,270,265.5978260869565
1731,"('know', 'love')",know,love,201,89,6.944487577639752
2074,"('love', 'baby')",love,baby,245,71,6.752717391304348
2275,"('love', 'oh')",love,oh,190,74,5.458074534161491
2210,"('love', 'know')",love,know,161,70,4.375
197,"('baby', 'love')",baby,love,183,58,4.120341614906832
2554,"('merry', 'christmas')",merry,christmas,326,31,3.923136645962733
2227,"('love', 'like')",love,like,201,47,3.667313664596273
2266,"('love', 'need')",love,need,199,41,3.167313664596273
2399,"('love', 'want')",love,want,172,42,2.8043478260869565
4294,"('yeah', 'yeah')",yeah,yeah,156,45,2.7251552795031055
1126,"('give', 'love')",give,love,143,49,2.720108695652174
2696,"('need', 'love')",need,love,186,35,2.527173913043478
2174,"('love', 'got')",love,got,133,44,2.2717391304347827
2268,"('love', 'never')",love,never,141,40,2.18944099378882
1824,"('let', 'go')",let,go,115,49,2.1875
3265,"('say', 'love')",say,love,122,45,2.1312111801242235
3972,"('want', 'love')",want,love,169,31,2.0337732919254656
4047,"('way', 'love')",way,love,154,31,1.8532608695652173
2401,"('love', 'way')",love,way,137,32,1.7018633540372672
1311,"('got', 'love')",got,love,143,29,1.6098602484472049
1727,"('know', 'know')",know,know,118,35,1.6032608695652173
168,"('baby', 'baby')",baby,baby,112,34,1.4782608695652173
2856,"('oh', 'love')",oh,love,95,40,1.4751552795031055
2862,"('oh', 'oh')",oh,oh,120,29,1.3509316770186335
2418,"('love', 'yeah')",love,yeah,72,47,1.313664596273292
2162,"('love', 'give')",love,give,90,33,1.1529503105590062
2106,"('love', 'come')",love,come,128,23,1.1428571428571428
903,"('feel', 'like')",feel,like,101,29,1.1370341614906831
2060,"('love', 'always')",love,always,83,34,1.095496894409938
1619,"('joy', 'joy')",joy,joy,152,17,1.0031055900621118
2415,"('love', 'would')",love,would,73,35,0.9918478260869565
65,"('always', 'love')",always,love,106,24,0.9875776397515528
2832,"('oh', 'baby')",oh,baby,84,28,0.9130434782608695
3678,"('tell', 'love')",tell,love,81,28,0.8804347826086957
2144,"('love', 'feel')",love,feel,88,24,0.8198757763975155
2342,"('love', 'someone')",love,someone,113,18,0.7895962732919255
4278,"('yeah', 'love')",yeah,love,57,34,0.7523291925465838
2878,"('oh', 'yeah')",oh,yeah,55,35,0.7472826086956522
4138,"('without', 'love')",without,love,103,18,0.71972049689441
1933,"('like', 'love')",like,love,77,24,0.717391304347826
3123,"('really', 'love')",really,love,84,22,0.717391304347826
2367,"('love', 'tell')",love,tell,74,23,0.6607142857142857
4126,"('wish', 'merry')",wish,merry,153,11,0.6533385093167702
1207,"('god', 'god')",god,god,129,13,0.6510093167701864
2278,"('love', 'one')",love,one,66,25,0.640527950310559
3733,"('think', 'love')",think,love,73,22,0.6234472049689441
503,"('christmas', 'merry')",christmas,merry,103,15,0.5997670807453416
2318,"('love', 'say')",love,say,64,23,0.5714285714285714
1453,"('heart', 'love')",heart,love,54,27,0.5659937888198758
2556,"('merry', 'little')",merry,little,97,15,0.5648291925465838
1973,"('little', 'christmas')",little,christmas,96,15,0.5590062111801242
2184,"('love', 'heart')",love,heart,54,26,0.5450310559006211
2169,"('love', 'going')",love,going,54,26,0.5450310559006211
3313,"('see', 'love')",see,love,59,23,0.5267857142857143
2419,"('love', 'yes')",love,yes,56,24,0.5217391304347826
3113,"('real', 'love')",real,love,164,8,0.5093167701863354
793,"('every', 'day')",every,day,40,32,0.4968944099378882
3413,"('sing', 'love')",sing,love,142,9,0.49611801242236025
2346,"('love', 'song')",love,song,106,12,0.4937888198757764
2483,"('make', 'love')",make,love,84,15,0.4891304347826087
2154,"('love', 'forever')",love,forever,132,9,0.4611801242236025
264,"('beautiful', 'beautiful')",beautiful,beautiful,108,11,0.4611801242236025
2640,"('much', 'love')",much,love,78,15,0.45419254658385094
2749,"('never', 'let')",never,let,45,26,0.45419254658385094
189,"('baby', 'know')",baby,know,46,25,0.44642857142857145
3557,"('still', 'love')",still,love,76,15,0.44254658385093165
529,"('come', 'baby')",come,baby,65,17,0.42895962732919257
2263,"('love', 'much')",love,much,61,18,0.42624223602484473
2777,"('new', 'year')",new,year,75,14,0.4076086956521739
4220,"('would', 'like')",would,like,38,27,0.3982919254658385
803,"('every', 'time')",every,time,51,20,0.39596273291925466
2222,"('love', 'life')",love,life,51,20,0.39596273291925466
2297,"('love', 'real')",love,real,60,16,0.37267080745341613
1393,"('happy', 'new')",happy,new,72,13,0.36335403726708076
2108,"('love', 'could')",love,could,49,19,0.36141304347826086
956,"('find', 'way')",find,way,46,20,0.35714285714285715
2149,"('love', 'find')",love,find,60,15,0.34937888198757766
483,"('christmas', 'day')",christmas,day,78,11,0.3330745341614907
2955,"('ooh', 'love')",ooh,love,45,19,0.3319099378881988
1383,"('happy', 'happy')",happy,happy,70,12,0.32608695652173914
904,"('feel', 'love')",feel,love,64,13,0.32298136645962733
292,"('believe', 'love')",believe,love,69,12,0.32142857142857145
2309,"('love', 'right')",love,right,55,15,0.3202639751552795
4001,"('want', 'want')",want,want,50,16,0.3105590062111801
2352,"('love', 'strong')",love,strong,47,17,0.31017080745341613
1832,"('let', 'know')",let,know,44,18,0.30745341614906835
513,"('christmas', 'want')",christmas,want,79,10,0.30667701863354035
2279,"('love', 'ooh')",love,ooh,43,18,0.3004658385093168
2131,"('love', 'ever')",love,ever,40,19,0.2950310559006211
584,"('could', 'love')",could,love,62,12,0.2888198757763975
1876,"('life', 'love')",life,love,43,17,0.28377329192546585
491,"('christmas', 'happy')",christmas,happy,56,13,0.2826086956521739
2321,"('love', 'see')",love,see,32,22,0.2732919254658385
2245,"('love', 'make')",love,make,44,16,0.2732919254658385
2557,"('merry', 'merry')",merry,merry,100,7,0.2717391304347826
3850,"('true', 'love')",true,love,41,17,0.2705745341614907
2726,"('needs', 'love')",needs,love,77,9,0.26902173913043476
543,"('come', 'love')",come,love,77,9,0.26902173913043476
2477,"('make', 'feel')",make,feel,38,18,0.265527950310559
4222,"('would', 'love')",would,love,36,19,0.265527950310559
3967,"('want', 'know')",want,know,42,16,0.2608695652173913
2958,"('ooh', 'ooh')",ooh,ooh,55,12,0.2562111801242236
3440,"('somebody', 'love')",somebody,love,66,10,0.2562111801242236
2752,"('never', 'love')",never,love,64,10,0.2484472049689441
4005,"('want', 'wish')",want,wish,105,6,0.24456521739130435
1679,"('kiss', 'kiss')",kiss,kiss,77,8,0.2391304347826087
2933,"('one', 'thing')",one,thing,36,17,0.2375776397515528
866,"('fallen', 'love')",fallen,love,100,6,0.2329192546583851
1764,"('know', 'want')",know,want,40,15,0.2329192546583851
1836,"('let', 'love')",let,love,54,11,0.23059006211180125
1447,"('heart', 'heart')",heart,heart,54,11,0.23059006211180125
2918,"('one', 'love')",one,love,37,16,0.22981366459627328
2403,"('love', 'well')",love,well,37,16,0.22981366459627328
2668,"('name', 'love')",name,love,73,8,0.2267080745341615
2133,"('love', 'everybody')",love,everybody,53,11,0.2263198757763975
2105,"('love', 'christmas')",love,christmas,52,11,0.2220496894409938
924,"('feliz', 'navidad')",feliz,navidad,95,6,0.22127329192546583
948,"('find', 'love')",find,love,34,16,0.2111801242236025
1283,"('good', 'love')",good,love,49,11,0.20923913043478262
2221,"('love', 'let')",love,let,33,16,0.20496894409937888
1015,"('friends', 'dear')",friends,dear,29,18,0.20263975155279504
1639,"('joy', 'world')",joy,world,58,9,0.20263975155279504
3345,"('set', 'free')",set,free,40,13,0.20186335403726707
2479,"('make', 'happy')",make,happy,52,10,0.20186335403726707
1178,"('go', 'love')",go,love,37,14,0.20108695652173914
2414,"('love', 'world')",love,world,30,17,0.19798136645962733
2206,"('love', 'keep')",love,keep,36,14,0.1956521739130435
209,"('baby', 'oh')",baby,oh,31,16,0.19254658385093168
2298,"('love', 'really')",love,really,31,16,0.19254658385093168
2385,"('love', 'true')",love,true,33,15,0.1921583850931677
3272,"('say', 'say')",say,say,49,10,0.19021739130434784
1721,"('know', 'got')",know,got,28,17,0.18478260869565216
2341,"('love', 'somebody')",love,somebody,42,11,0.1793478260869565
193,"('baby', 'let')",baby,let,41,11,0.1750776397515528
3754,"('thought', 'would')",thought,would,28,16,0.17391304347826086
1509,"('hey', 'hey')",hey,hey,32,14,0.17391304347826086
1970,"('little', 'bit')",little,bit,49,9,0.17119565217391305
3384,"('show', 'love')",show,love,44,10,0.17080745341614906
2767,"('never', 'thought')",never,thought,29,15,0.16886645962732919
795,"('every', 'heart')",every,heart,31,14,0.16847826086956522
3076,"('pretty', 'baby')",pretty,baby,36,12,0.16770186335403728
1928,"('like', 'know')",like,know,25,17,0.16498447204968944
871,"('falling', 'love')",falling,love,42,10,0.16304347826086957
3361,"('shake', 'love')",shake,love,105,4,0.16304347826086957
3709,"('thing', 'love')",thing,love,38,11,0.1622670807453416
2057,"('love', 'ai')",love,ai,51,8,0.15838509316770186
1282,"('good', 'life')",good,life,67,6,0.15605590062111802
3625,"('take', 'away')",take,away,33,12,0.15372670807453417
2112,"('love', 'darling')",love,darling,30,13,0.1513975155279503
3584,"('strong', 'love')",strong,love,54,7,0.14673913043478262
1826,"('let', 'heart')",let,heart,21,18,0.14673913043478262
883,"('fates', 'allow')",fates,allow,27,14,0.14673913043478262
2675,"('navidad', 'feliz')",navidad,feliz,62,6,0.14440993788819875
398,"('buy', 'love')",buy,love,62,6,0.14440993788819875
592,"('could', 'sing')",could,sing,124,3,0.14440993788819875
3806,"('together', 'fates')",together,fates,26,14,0.14130434782608695
1305,"('got', 'got')",got,got,33,11,0.14091614906832298
880,"('far', 'away')",far,away,21,17,0.13858695652173914
2188,"('love', 'hey')",love,hey,27,13,0.13625776397515527
1740,"('know', 'never')",know,never,27,13,0.13625776397515527
1719,"('know', 'going')",know,going,27,13,0.13625776397515527
2681,"('near', 'us')",near,us,25,14,0.1358695652173913
669,"('dear', 'us')",dear,us,25,14,0.1358695652173913
662,"('days', 'yore')",days,yore,25,14,0.1358695652173913
661,"('days', 'happy')",days,happy,25,14,0.1358695652173913
2896,"('olden', 'days')",olden,days,25,14,0.1358695652173913
1382,"('happy', 'golden')",happy,golden,25,14,0.1358695652173913
1266,"('golden', 'days')",golden,days,25,14,0.1358695652173913
2159,"('love', 'get')",love,get,29,12,0.13509316770186336
2369,"('love', 'thing')",love,thing,43,8,0.13354037267080746
574,"('could', 'ever')",could,ever,34,10,0.13198757763975155
4214,"('would', 'give')",would,give,26,13,0.13121118012422361
2229,"('love', 'little')",love,little,42,8,0.13043478260869565
578,"('could', 'give')",could,give,24,14,0.13043478260869565
3302,"('see', 'face')",see,face,21,16,0.13043478260869565
1872,"('life', 'life')",life,life,48,7,0.13043478260869565
3181,"('right', 'love')",right,love,21,16,0.13043478260869565
4224,"('would', 'never')",would,never,22,15,0.1281055900621118
1993,"('live', 'without')",live,without,30,11,0.1281055900621118
3415,"('sing', 'song')",sing,song,41,8,0.12732919254658384
1098,"('girl', 'love')",girl,love,25,13,0.12616459627329193
1373,"('happy', 'birthday')",happy,birthday,54,6,0.12577639751552794
2923,"('one', 'one')",one,one,29,11,0.12383540372670808
4317,"('yes', 'love')",yes,love,29,11,0.12383540372670808
153,"('awesome', 'god')",awesome,god,79,4,0.12267080745341614
2467,"('made', 'love')",made,love,35,9,0.12228260869565218
1199,"('god', 'awesome')",god,awesome,78,4,0.12111801242236025
3491,"('song', 'love')",song,love,52,6,0.12111801242236025
862,"('faithful', 'friends')",faithful,friends,24,13,0.12111801242236025
2244,"('love', 'made')",love,made,24,13,0.12111801242236025
1491,"('heaven', 'heaven')",heaven,heaven,34,9,0.1187888198757764
356,"('bottom', 'heart')",bottom,heart,43,7,0.11684782608695653
4102,"('whole', 'life')",whole,life,20,15,0.11645962732919254
2230,"('love', 'live')",love,live,25,12,0.11645962732919254
1530,"('hold', 'tight')",hold,tight,20,15,0.11645962732919254
502,"('christmas', 'make')",christmas,make,20,15,0.11645962732919254
4327,"('yore', 'faithful')",yore,faithful,23,13,0.11607142857142858
800,"('every', 'night')",every,night,23,13,0.11607142857142858
1517,"('highest', 'bough')",highest,bough,23,13,0.11607142857142858
4309,"('years', 'together')",years,together,23,13,0.11607142857142858
180,"('baby', 'got')",baby,got,33,9,0.11529503105590062
2132,"('love', 'every')",love,every,21,14,0.11413043478260869
2362,"('love', 'take')",love,take,29,10,0.1125776397515528
1729,"('know', 'like')",know,like,36,8,0.11180124223602485
3375,"('shining', 'star')",shining,star,22,13,0.1110248447204969
3900,"('upon', 'highest')",upon,highest,22,13,0.1110248447204969
1365,"('hang', 'shining')",hang,shining,22,13,0.1110248447204969
3535,"('star', 'upon')",star,upon,22,13,0.1110248447204969
39,"('allow', 'hang')",allow,hang,22,13,0.1110248447204969
2376,"('love', 'time')",love,time,19,15,0.11063664596273291
1233,"('god', 'us')",god,us,57,5,0.11063664596273291
586,"('could', 'never')",could,never,20,14,0.10869565217391304
775,"('ever', 'fallen')",ever,fallen,70,4,0.10869565217391304
2349,"('love', 'still')",love,still,31,9,0.10830745341614907
3613,"('sweet', 'love')",sweet,love,23,12,0.10714285714285714
1909,"('like', 'baby')",like,baby,25,11,0.10675465838509317
2371,"('love', 'think')",love,think,25,11,0.10675465838509317
2157,"('love', 'game')",love,game,39,7,0.10597826086956522
1739,"('know', 'need')",know,need,21,13,0.10597826086956522
3919,"('us', 'years')",us,years,21,13,0.10597826086956522
2747,"('never', 'leave')",never,leave,21,13,0.10597826086956522
2326,"('love', 'shake')",love,shake,91,3,0.10597826086956522
2172,"('love', 'good')",love,good,34,8,0.10559006211180125
874,"('fame', 'fame')",fame,fame,90,3,0.1048136645962733
2035,"('lord', 'love')",lord,love,38,7,0.10326086956521739
1978,"('little', 'love')",little,love,38,7,0.10326086956521739
1243,"('going', 'get')",going,get,24,11,0.10248447204968944
2083,"('love', 'better')",love,better,44,6,0.10248447204968944
4231,"('would', 'take')",would,take,29,9,0.10131987577639752
3785,"('time', 'love')",time,love,26,10,0.10093167701863354
2950,"('ooh', 'baby')",ooh,baby,26,10,0.10093167701863354
3958,"('want', 'go')",want,go,26,10,0.10093167701863354
5,"('able', 'future')",able,future,16,16,0.09937888198757763
3492,"('song', 'moment')",song,moment,16,16,0.09937888198757763
1560,"('hopefully', 'able')",hopefully,able,16,16,0.09937888198757763
2459,"('lyrics', 'song')",lyrics,song,16,16,0.09937888198757763
1116,"('give', 'give')",give,give,32,8,0.09937888198757763
692,"('display', 'full')",display,full,16,16,0.09937888198757763
1851,"('licensed', 'display')",licensed,display,16,16,0.09937888198757763
1037,"('future', 'random')",future,random,16,16,0.09937888198757763
3894,"('unfortunately', 'licensed')",unfortunately,licensed,16,16,0.09937888198757763
1021,"('full', 'lyrics')",full,lyrics,16,16,0.09937888198757763
2600,"('moment', 'hopefully')",moment,hopefully,16,16,0.09937888198757763
1990,"('live', 'love')",live,love,32,8,0.09937888198757763
3106,"('random', 'page')",random,page,16,16,0.09937888198757763
2745,"('never', 'know')",never,know,21,12,0.09782608695652174
2168,"('love', 'god')",love,god,36,7,0.09782608695652174
2264,"('love', 'must')",love,must,25,10,0.09704968944099379
510,"('christmas', 'time')",christmas,time,35,7,0.09510869565217392
2457,"('lust', 'life')",lust,life,81,3,0.09433229813664597
593,"('could', 'stand')",could,stand,40,6,0.09316770186335403
1061,"('get', 'enough')",get,enough,30,8,0.09316770186335403
3568,"('stop', 'us')",stop,us,30,8,0.09316770186335403
3845,"('troubles', 'sight')",troubles,sight,17,14,0.09239130434782608
1452,"('heart', 'light')",heart,light,17,14,0.09239130434782608
3795,"('time', 'think')",time,think,29,8,0.09006211180124224
1493,"('heaven', 'nature')",heaven,nature,33,7,0.08967391304347826
1989,"('live', 'life')",live,life,21,11,0.08967391304347826
1252,"('going', 'love')",going,love,21,11,0.08967391304347826
2906,"('one', 'day')",one,day,23,10,0.08928571428571429
1724,"('know', 'heart')",know,heart,23,10,0.08928571428571429
2570,"('miles', 'away')",miles,away,19,12,0.08850931677018634
358,"('bough', 'merry')",bough,merry,19,12,0.08850931677018634
4181,"('world', 'needs')",world,needs,38,6,0.08850931677018634
498,"('christmas', 'let')",christmas,let,16,14,0.08695652173913043
2234,"('love', 'lord')",love,lord,32,7,0.08695652173913043
1026,"('fun', 'fun')",fun,fun,44,5,0.08540372670807453
2674,"('nature', 'sing')",nature,sing,31,7,0.08423913043478261
4177,"('world', 'love')",world,love,18,12,0.08385093167701864
2405,"('love', 'whoa')",love,whoa,24,9,0.08385093167701864
2434,"('loved', 'one')",loved,one,24,9,0.08385093167701864
541,"('come', 'let')",come,let,21,10,0.08152173913043478
479,"('christmas', 'bottom')",christmas,bottom,35,6,0.08152173913043478
1888,"('life', 'want')",life,want,21,10,0.08152173913043478
2130,"('love', 'even')",love,even,21,10,0.08152173913043478
1483,"('heart', 'would')",heart,would,21,10,0.08152173913043478
3636,"('take', 'heart')",take,heart,19,11,0.0811335403726708
1047,"('gather', 'near')",gather,near,19,11,0.0811335403726708
3910,"('us', 'gather')",us,gather,19,11,0.0811335403726708
1054,"('gay', 'troubles')",gay,troubles,16,13,0.08074534161490683
2757,"('never', 'never')",never,never,26,8,0.08074534161490683
1939,"('like', 'never')",like,never,23,9,0.08035714285714286
1332,"('greater', 'god')",greater,god,41,5,0.07958074534161491
3844,"('troubles', 'miles')",troubles,miles,17,12,0.07919254658385093
2016,"('look', 'eyes')",look,eyes,17,12,0.07919254658385093
2903,"('one', 'chance')",one,chance,51,4,0.07919254658385093
531,"('come', 'come')",come,come,29,7,0.07880434782608696
3810,"('together', 'love')",together,love,25,8,0.07763975155279502
3230,"('said', 'would')",said,would,18,11,0.07686335403726709
3933,"('wait', 'love')",wait,love,33,6,0.07686335403726709
2694,"('need', 'know')",need,know,18,11,0.07686335403726709
2138,"('love', 'eyes')",love,eyes,14,14,0.07608695652173914
3906,"('us', 'could')",us,could,49,4,0.07608695652173914
3395,"('sight', 'merry')",sight,merry,15,13,0.07569875776397515
2191,"('love', 'hold')",love,hold,16,12,0.07453416149068323
34,"('alive', 'love')",alive,love,32,6,0.07453416149068323
3986,"('want', 'see')",want,see,16,12,0.07453416149068323
3458,"('someone', 'love')",someone,love,24,8,0.07453416149068323
1308,"('got', 'know')",got,know,19,10,0.07375776397515528
1253,"('going', 'make')",going,make,19,10,0.07375776397515528
2161,"('love', 'girl')",love,girl,21,9,0.07336956521739131
3040,"('play', 'love')",play,love,27,7,0.07336956521739131
3060,"('power', 'love')",power,love,31,6,0.07220496894409938
2676,"('navidad', 'prospero')",navidad,prospero,31,6,0.07220496894409938
600,"('crazy', 'love')",crazy,love,31,6,0.07220496894409938
1087,"('gift', 'love')",gift,love,23,8,0.07142857142857142
2409,"('love', 'without')",love,without,23,8,0.07142857142857142
2273,"('love', 'nothing')",love,nothing,23,8,0.07142857142857142
997,"('found', 'love')",found,love,26,7,0.07065217391304347
3608,"('sure', 'love')",sure,love,26,7,0.07065217391304347
144,"('away', 'olden')",away,olden,15,12,0.06987577639751552
3748,"('though', 'know')",though,know,20,9,0.06987577639751552
3452,"('someone', 'ever')",someone,ever,45,4,0.06987577639751552
2934,"('one', 'time')",one,time,15,12,0.06987577639751552
2773,"('new', 'love')",new,love,60,3,0.06987577639751552
2155,"('love', 'found')",love,found,20,9,0.06987577639751552
236,"('baby', 'want')",baby,want,16,11,0.06832298136645963
1762,"('know', 'true')",know,true,22,8,0.06832298136645963
1865,"('life', 'got')",life,got,22,8,0.06832298136645963
2579,"('mine', 'love')",mine,love,16,11,0.06832298136645963
2023,"('looking', 'love')",looking,love,35,5,0.06793478260869565
813,"('everybody', 'needs')",everybody,needs,35,5,0.06793478260869565
2686,"('need', 'baby')",need,baby,29,6,0.06754658385093168
3688,"('tell', 'want')",tell,want,19,9,0.06638198757763975
2205,"('love', 'joy')",love,joy,19,9,0.06638198757763975
829,"('everything', 'need')",everything,need,19,9,0.06638198757763975
590,"('could', 'see')",could,see,17,10,0.06599378881987578
247,"('back', 'love')",back,love,17,10,0.06599378881987578
1303,"('got', 'give')",got,give,17,10,0.06599378881987578
2317,"('love', 'saw')",love,saw,34,5,0.06599378881987578
380,"('bring', 'love')",bring,love,17,10,0.06599378881987578
221,"('baby', 'see')",baby,see,14,12,0.06521739130434782
3411,"('sing', 'joy')",sing,joy,24,7,0.06521739130434782
850,"('eyes', 'love')",eyes,love,14,12,0.06521739130434782
3985,"('want', 'say')",want,say,21,8,0.06521739130434782
4165,"('words', 'say')",words,say,15,11,0.0640527950310559
3131,"('really', 'want')",really,want,15,11,0.0640527950310559
2513,"('man', 'love')",man,love,15,11,0.0640527950310559
324,"('birthday', 'happy')",birthday,happy,33,5,0.0640527950310559
2605,"('money', 'money')",money,money,41,4,0.06366459627329192
981,"('forever', 'could')",forever,could,82,2,0.06366459627329192
4147,"('woman', 'love')",woman,love,41,4,0.06366459627329192
1212,"('god', 'healer')",god,healer,41,4,0.06366459627329192
2265,"('love', 'name')",love,name,41,4,0.06366459627329192
4074,"('well', 'love')",well,love,18,9,0.06288819875776397
2269,"('love', 'new')",love,new,27,6,0.06288819875776397
1376,"('happy', 'christmas')",happy,christmas,27,6,0.06288819875776397
3974,"('want', 'make')",want,make,23,7,0.0625
154,"('awesome', 'power')",awesome,power,40,4,0.062111801242236024
2109,"('love', 'crazy')",love,crazy,32,5,0.062111801242236024
865,"('fall', 'love')",fall,love,16,10,0.062111801242236024
1413,"('healer', 'awesome')",healer,awesome,40,4,0.062111801242236024
124,"('around', 'world')",around,world,16,10,0.062111801242236024
1051,"('gave', 'love')",gave,love,20,8,0.062111801242236024
3059,"('power', 'god')",power,god,40,4,0.062111801242236024
1214,"('god', 'higher')",god,higher,39,4,0.06055900621118013
1211,"('god', 'greater')",god,greater,39,4,0.06055900621118013
1516,"('higher', 'god')",higher,god,39,4,0.06055900621118013
1907,"('light', 'troubles')",light,troubles,13,12,0.06055900621118013
3591,"('stronger', 'god')",stronger,god,39,4,0.06055900621118013
1232,"('god', 'stronger')",god,stronger,39,4,0.06055900621118013
2995,"('party', 'party')",party,party,31,5,0.06017080745341615
201,"('baby', 'make')",baby,make,22,7,0.059782608695652176
4093,"('whoa', 'love')",whoa,love,22,7,0.059782608695652176
3260,"('say', 'goodbye')",say,goodbye,17,9,0.0593944099378882
4124,"('wish', 'could')",wish,could,17,9,0.0593944099378882
2375,"('love', 'till')",love,till,19,8,0.059006211180124224
4332,"('yuletide', 'gay')",yuletide,gay,15,10,0.05822981366459627
2495,"('make', 'yuletide')",make,yuletide,15,10,0.05822981366459627
4133,"('without', 'fear')",without,fear,25,6,0.05822981366459627
2107,"('love', 'comes')",love,comes,29,5,0.0562888198757764
1241,"('going', 'find')",going,find,18,8,0.055900621118012424
2096,"('love', 'buy')",love,buy,24,6,0.055900621118012424
2099,"('love', 'came')",love,came,18,8,0.055900621118012424
540,"('come', 'know')",come,know,18,8,0.055900621118012424
2991,"('party', 'like')",party,like,72,2,0.055900621118012424
3321,"('see', 'see')",see,see,16,9,0.055900621118012424
2966,"('open', 'heart')",open,heart,20,7,0.05434782608695652
481,"('christmas', 'christmas')",christmas,christmas,20,7,0.05434782608695652
2128,"('love', 'enough')",love,enough,20,7,0.05434782608695652
1881,"('life', 'oh')",life,oh,14,10,0.05434782608695652
2700,"('need', 'need')",need,need,14,10,0.05434782608695652
2356,"('love', 'sure')",love,sure,14,10,0.05434782608695652
1455,"('heart', 'mine')",heart,mine,14,10,0.05434782608695652
4238,"('would', 'without')",would,without,35,4,0.05434782608695652
119,"('around', 'love')",around,love,14,10,0.05434782608695652
1602,"('jesus', 'love')",jesus,love,23,6,0.05357142857142857
2916,"('one', 'like')",one,like,23,6,0.05357142857142857
3127,"('really', 'really')",really,really,17,8,0.052795031055900624
2384,"('love', 'tried')",love,tried,17,8,0.052795031055900624
1817,"('let', 'every')",let,every,17,8,0.052795031055900624
868,"('fallin', 'love')",fallin,love,34,4,0.052795031055900624
769,"('even', 'though')",even,though,17,8,0.052795031055900624
2453,"('lucky', 'lucky')",lucky,lucky,45,3,0.05240683229813665
2799,"('nobody', 'like')",nobody,like,27,5,0.05240683229813665
2496,"('makes', 'feel')",makes,feel,15,9,0.05240683229813665
1477,"('heart', 'want')",heart,want,19,7,0.051630434782608696
3151,"('repeat', 'sounding')",repeat,sounding,19,7,0.051630434782608696
3516,"('sounding', 'joy')",sounding,joy,19,7,0.051630434782608696
1707,"('know', 'come')",know,come,22,6,0.05124223602484472
4298,"('year', 'let')",year,let,22,6,0.05124223602484472
20,"('ai', 'got')",ai,got,22,6,0.05124223602484472
1946,"('like', 'rock')",like,rock,66,2,0.05124223602484472
205,"('baby', 'need')",baby,need,13,10,0.05046583850931677
2097,"('love', 'call')",love,call,26,5,0.05046583850931677
112,"('arms', 'around')",arms,around,13,10,0.05046583850931677
445,"('chance', 'love')",chance,love,43,3,0.05007763975155279
3061,"('power', 'people')",power,people,64,2,0.049689440993788817
860,"('fade', 'away')",fade,away,16,8,0.049689440993788817
4057,"('way', 'way')",way,way,21,6,0.04891304347826087
4099,"('whoa', 'whoa')",whoa,whoa,21,6,0.04891304347826087
1921,"('like', 'god')",like,god,21,6,0.04891304347826087
2360,"('love', 'sweet')",love,sweet,14,9,0.04891304347826087
824,"('everything', 'give')",everything,give,18,7,0.04891304347826087
3635,"('take', 'hand')",take,hand,14,9,0.04891304347826087
1259,"('going', 'take')",going,take,21,6,0.04891304347826087
2231,"('love', 'long')",love,long,14,9,0.04891304347826087
2328,"('love', 'share')",love,share,14,9,0.04891304347826087
3087,"('prospero', 'año')",prospero,año,25,5,0.048524844720496896
2081,"('love', 'believe')",love,believe,25,5,0.048524844720496896
156,"('año', 'felicidad')",año,felicidad,25,5,0.048524844720496896
2058,"('love', 'alive')",love,alive,41,3,0.047748447204968944
782,"('ever', 'love')",ever,love,15,8,0.046583850931677016
1830,"('let', 'hope')",let,hope,20,6,0.046583850931677016
2008,"('long', 'time')",long,time,15,8,0.046583850931677016
285,"('believe', 'believe')",believe,believe,24,5,0.046583850931677016
2092,"('love', 'bring')",love,bring,15,8,0.046583850931677016
3039,"('play', 'game')",play,game,24,5,0.046583850931677016
523,"('close', 'eyes')",close,eyes,15,8,0.046583850931677016
4283,"('yeah', 'oh')",yeah,oh,12,10,0.046583850931677016
808,"('everybody', 'everybody')",everybody,everybody,30,4,0.046583850931677016
1842,"('let', 'show')",let,show,17,7,0.04619565217391304
1846,"('let', 'tell')",let,tell,17,7,0.04619565217391304
2136,"('love', 'everything')",love,everything,13,9,0.045419254658385096
3722,"('things', 'love')",things,love,13,9,0.045419254658385096
330,"('bit', 'love')",bit,love,39,3,0.045419254658385096
898,"('feel', 'good')",feel,good,13,9,0.045419254658385096
752,"('enough', 'love')",enough,love,23,5,0.044642857142857144
2044,"('lost', 'love')",lost,love,19,6,0.04425465838509317
2344,"('love', 'sometimes')",love,sometimes,14,8,0.043478260869565216
3459,"('someone', 'new')",someone,new,16,7,0.043478260869565216
2789,"('night', 'long')",night,long,14,8,0.043478260869565216
370,"('break', 'heart')",break,heart,16,7,0.043478260869565216
1488,"('heaven', 'come')",heaven,come,56,2,0.043478260869565216
2303,"('love', 'remember')",love,remember,14,8,0.043478260869565216
515,"('christmas', 'wish')",christmas,wish,28,4,0.043478260869565216
3253,"('saw', 'love')",saw,love,22,5,0.042701863354037264
2783,"('night', 'day')",night,day,11,10,0.042701863354037264
2730,"('never', 'change')",never,change,22,5,0.042701863354037264
1883,"('life', 'ooh')",life,ooh,22,5,0.042701863354037264
240,"('baby', 'yeah')",baby,yeah,11,10,0.042701863354037264
2866,"('oh', 'say')",oh,say,22,5,0.042701863354037264
913,"('feel', 'way')",feel,way,12,9,0.04192546583850932
3474,"('sometimes', 'feel')",sometimes,feel,12,9,0.04192546583850932
